Vehicle_ID,Depart_Time,Arrival_Time,Duration,Waiting_Time,Time_Loss,Distance_Traveled
veh23.9,267.0,539.0,272.0,69.0,142.11,2224.48
veh38.9,348.0,540.0,192.0,16.0,65.27,1558.3
veh23.7,252.0,546.0,294.0,89.0,158.35,2235.72
veh42.7,376.0,551.0,175.0,71.0,119.18,987.53
veh42.8,378.0,554.0,176.0,67.0,114.9,987.53
veh49,429.0,555.0,126.0,0.0,22.68,1554.58
veh42.9,380.0,556.0,176.0,62.0,117.76,987.53
veh49.1,432.0,558.0,126.0,0.0,36.07,1554.58
veh49.2,435.0,560.0,125.0,0.0,38.79,1554.58
veh48,421.0,561.0,140.0,0.0,22.4,1374.98
veh48.1,424.0,563.0,139.0,0.0,22.93,1374.98
veh49.3,438.0,564.0,126.0,0.0,26.77,1554.58
veh54,473.0,566.0,93.0,0.0,23.61,1037.37
veh54.1,473.0,570.0,97.0,0.0,25.65,1037.37
veh54.2,476.0,571.0,95.0,0.0,24.85,1037.37
veh50,438.0,572.0,134.0,0.0,25.45,1660.06
veh49.4,442.0,573.0,131.0,0.0,25.4,1554.58
veh49.5,445.0,576.0,131.0,0.0,26.99,1554.58
veh48.2,427.0,580.0,153.0,0.0,21.05,1374.98
veh54.3,476.0,580.0,104.0,0.0,20.26,1037.37
veh54.5,479.0,581.0,102.0,0.0,19.38,1037.37
veh48.3,430.0,582.0,152.0,0.0,23.39,1374.98
veh49.6,448.0,583.0,135.0,5.0,37.49,1554.58
veh48.4,433.0,584.0,151.0,0.0,44.53,1374.98
veh48.5,445.0,586.0,141.0,0.0,37.47,1374.98
veh52,455.0,593.0,138.0,0.0,32.72,1601.24
veh52.1,456.0,596.0,140.0,0.0,31.72,1601.24
veh52.2,457.0,598.0,141.0,0.0,37.94,1601.24
veh55,482.0,601.0,119.0,3.0,23.68,1185.89
veh55.1,485.0,602.0,117.0,3.0,33.1,1180.76
veh55.2,488.0,604.0,116.0,3.0,31.39,1180.76
veh55.3,491.0,606.0,115.0,1.0,34.38,1180.76
veh46,403.0,607.0,204.0,40.0,89.36,1773.0
veh55.4,494.0,607.0,113.0,1.0,30.73,1180.76
veh58,508.0,607.0,99.0,0.0,27.05,1122.39
veh55.5,497.0,609.0,112.0,1.0,30.59,1185.89
veh46.1,406.0,610.0,204.0,41.0,88.93,1773.0
veh54.6,482.0,610.0,128.0,21.0,53.89,1037.37
veh54.9,485.0,611.0,126.0,20.0,57.38,1037.37
veh54.4,479.0,613.0,134.0,20.0,50.85,1037.37
veh54.7,482.0,615.0,133.0,20.0,60.7,1037.37
veh65,569.0,615.0,46.0,3.0,19.28,425.72
veh49.7,451.0,616.0,165.0,15.0,45.53,1554.58
veh49.8,454.0,618.0,164.0,13.0,63.25,1554.58
veh65.1,572.0,618.0,46.0,2.0,18.01,425.72
veh54.8,485.0,619.0,134.0,18.0,59.87,1037.37
veh65.2,575.0,619.0,44.0,0.0,20.27,425.72
veh49.9,457.0,621.0,164.0,11.0,52.49,1554.58
veh45,394.0,623.0,229.0,28.0,104.67,1898.54
veh45.1,395.0,624.0,229.0,25.0,108.25,1898.54
veh45.2,396.0,626.0,230.0,26.0,109.49,1898.54
veh50.1,441.0,627.0,186.0,40.0,75.88,1660.06
veh45.4,400.0,629.0,229.0,25.0,113.84,1898.54
veh50.2,444.0,629.0,185.0,37.0,75.69,1660.06
veh45.5,402.0,631.0,229.0,20.0,113.56,1898.54
veh50.3,447.0,632.0,185.0,27.0,67.47,1660.06
veh45.3,398.0,633.0,235.0,21.0,97.95,1898.54
veh45.7,407.0,633.0,226.0,18.0,127.81,1898.54
veh45.8,410.0,634.0,224.0,15.0,132.68,1898.54
veh65.3,578.0,634.0,56.0,8.0,28.6,425.72
veh50.4,450.0,635.0,185.0,22.0,69.74,1660.06
veh52.3,458.0,635.0,177.0,0.0,31.95,1601.24
veh65.4,581.0,636.0,55.0,7.0,28.53,425.72
veh45.6,404.0,637.0,233.0,19.0,107.22,1898.54
veh50.5,453.0,637.0,184.0,21.0,70.21,1660.06
veh62,543.0,637.0,94.0,0.0,13.46,849.79
veh62.1,546.0,639.0,93.0,2.0,23.95,849.79
veh50.6,456.0,641.0,185.0,9.0,56.23,1660.06
veh62.2,549.0,641.0,92.0,0.0,25.29,849.79
veh50.7,459.0,643.0,184.0,8.0,63.31,1660.06
veh62.3,552.0,643.0,91.0,0.0,16.56,849.79
veh52.4,460.0,644.0,184.0,21.0,72.98,1601.24
veh65.5,587.0,644.0,57.0,6.0,32.56,425.72
veh62.4,555.0,645.0,90.0,0.0,21.6,849.79
veh50.8,462.0,646.0,184.0,7.0,73.53,1660.06
veh65.6,590.0,646.0,56.0,5.0,29.14,425.72
veh50.9,465.0,648.0,183.0,5.0,74.46,1660.06
veh62.5,558.0,648.0,90.0,0.0,16.57,849.79
veh43.6,452.0,651.0,199.0,21.0,77.98,1737.22
veh65.7,593.0,651.0,58.0,5.0,27.49,425.72
veh43.7,458.0,653.0,195.0,35.0,72.47,1737.22
veh45.9,413.0,653.0,240.0,5.0,94.2,1898.54
veh65.8,596.0,653.0,57.0,3.0,33.55,425.72
veh55.6,500.0,654.0,154.0,32.0,73.61,1180.76
veh65.9,599.0,654.0,55.0,4.0,28.73,425.72
veh52.5,462.0,655.0,193.0,18.0,60.49,1601.24
veh55.7,503.0,656.0,153.0,29.0,68.93,1191.08
veh52.6,464.0,658.0,194.0,18.0,88.27,1601.24
veh55.8,506.0,658.0,152.0,27.0,84.09,1180.76
veh52.7,467.0,659.0,192.0,18.0,92.88,1601.24
veh58.1,511.0,659.0,148.0,27.0,66.35,1122.39
veh55.9,509.0,660.0,151.0,26.0,69.8,1180.76
veh58.2,525.0,661.0,136.0,25.0,63.46,1122.39
veh62.6,573.0,661.0,88.0,0.0,9.77,849.79
veh52.8,471.0,662.0,191.0,16.0,74.93,1601.24
veh48.6,452.0,664.0,212.0,40.0,68.57,1374.98
veh64,560.0,664.0,104.0,0.0,19.75,1069.65
veh52.9,473.0,666.0,193.0,15.0,59.34,1601.24
veh59,516.0,666.0,150.0,0.0,33.98,1855.45
veh62.7,576.0,666.0,90.0,0.0,10.34,849.79
veh64.1,563.0,667.0,104.0,0.0,15.76,1069.65
veh62.8,579.0,668.0,89.0,0.0,19.13,849.79
veh66,578.0,677.0,99.0,0.0,20.38,1107.06
veh43.5,446.0,679.0,233.0,45.0,97.17,1409.96
veh64.2,566.0,680.0,114.0,0.0,16.34,1069.65
veh66.1,584.0,681.0,97.0,0.0,25.66,1107.06
veh39.9,387.0,682.0,295.0,158.0,208.24,1057.72
veh66.2,587.0,682.0,95.0,0.0,22.0,1107.06
veh62.9,582.0,683.0,101.0,10.0,30.61,849.79
veh63,551.0,683.0,132.0,38.0,62.13,1297.17
veh64.3,569.0,683.0,114.0,0.0,17.48,1069.65
veh64.4,572.0,685.0,113.0,0.0,20.29,1069.65
veh66.3,590.0,686.0,96.0,0.0,21.68,1107.06
veh46.2,409.0,687.0,278.0,68.0,120.39,1773.0
veh64.7,581.0,687.0,106.0,0.0,22.09,1069.65
veh46.3,412.0,689.0,277.0,66.0,162.92,1773.0
veh48.7,455.0,690.0,235.0,54.0,85.8,1374.98
veh64.5,575.0,690.0,115.0,0.0,21.2,1069.65
veh43.8,463.0,692.0,229.0,57.0,123.62,1409.96
veh48.8,462.0,692.0,230.0,54.0,127.41,1374.98
veh46.4,415.0,693.0,278.0,63.0,140.63,1773.0
veh59.1,519.0,693.0,174.0,0.0,34.47,1830.94
veh64.6,578.0,693.0,115.0,0.0,19.69,1069.65
veh46.5,418.0,694.0,276.0,61.0,159.84,1773.0
veh48.9,465.0,694.0,229.0,56.0,103.88,1374.98
veh64.8,584.0,695.0,111.0,0.0,27.07,1069.65
veh46.6,421.0,696.0,275.0,59.0,172.33,1773.0
veh64.9,587.0,696.0,109.0,0.0,31.67,1069.65
veh59.3,525.0,697.0,172.0,0.0,65.64,1855.45
veh59.4,528.0,699.0,171.0,0.0,52.49,1855.45
veh46.7,424.0,700.0,276.0,57.0,145.7,1773.0
veh68,595.0,701.0,106.0,4.0,27.54,1152.33
veh46.8,427.0,702.0,275.0,56.0,139.6,1773.0
veh59.5,531.0,704.0,173.0,0.0,47.5,1855.45
veh46.9,430.0,705.0,275.0,52.0,144.07,1773.0
veh60,525.0,705.0,180.0,37.0,85.55,1410.86
veh61,534.0,705.0,171.0,0.0,63.7,1655.03
veh68.1,598.0,707.0,109.0,0.0,18.21,1152.33
veh63.1,554.0,708.0,154.0,41.0,76.21,1349.35
veh56,490.0,709.0,219.0,6.0,70.72,2114.76
veh58.3,529.0,709.0,180.0,62.0,109.47,1122.39
veh59.6,534.0,711.0,177.0,2.0,55.08,1855.45
veh58.4,532.0,712.0,180.0,61.0,104.82,1122.39
veh59.8,540.0,713.0,173.0,0.0,67.86,1855.45
veh63.2,557.0,713.0,156.0,39.0,77.08,1349.35
veh63.3,560.0,714.0,154.0,37.0,80.02,1349.35
veh56.1,493.0,715.0,222.0,4.0,77.68,2114.76
veh58.5,535.0,715.0,180.0,58.0,106.75,1122.39
veh58.6,538.0,716.0,178.0,57.0,115.61,1122.39
veh68.2,601.0,716.0,115.0,0.0,19.51,1152.33
veh56.2,496.0,718.0,222.0,4.0,83.6,2114.76
veh58.7,541.0,721.0,180.0,65.0,103.88,1122.39
veh60.1,529.0,721.0,192.0,46.0,98.02,1410.86
veh63.4,563.0,721.0,158.0,36.0,72.53,1349.35
veh66.4,593.0,722.0,129.0,28.0,52.76,1107.06
veh68.4,607.0,723.0,116.0,2.0,32.88,1152.33
veh58.8,544.0,724.0,180.0,61.0,103.73,1122.39
veh69,604.0,726.0,122.0,6.0,25.02,1184.21
veh58.9,547.0,727.0,180.0,51.0,98.0,1122.39
veh60.2,532.0,728.0,196.0,37.0,82.28,1410.86
veh68.3,604.0,728.0,124.0,0.0,21.69,1152.33
veh60.3,535.0,729.0,194.0,33.0,97.29,1410.86
veh59.9,543.0,732.0,189.0,6.0,62.7,1855.45
veh60.4,538.0,732.0,194.0,30.0,91.42,1410.86
veh56.3,499.0,733.0,234.0,13.0,67.99,2114.76
veh60.5,541.0,734.0,193.0,28.0,104.55,1410.86
veh59.2,522.0,735.0,213.0,24.0,83.18,1830.94
veh8,70.0,736.0,666.0,527.0,601.1,815.38
veh56.4,502.0,737.0,235.0,10.0,83.73,2114.76
veh8.1,71.0,738.0,667.0,526.0,605.39,764.73
veh59.7,537.0,738.0,201.0,14.0,73.95,1830.94
veh60.6,544.0,738.0,194.0,23.0,83.34,1410.86
veh69.1,607.0,738.0,131.0,3.0,23.51,1184.21
veh66.5,596.0,739.0,143.0,27.0,53.95,1107.06
veh8.2,122.0,740.0,618.0,476.0,552.88,815.38
veh69.2,610.0,740.0,130.0,2.0,34.87,1184.21
veh73,639.0,740.0,101.0,0.0,14.69,1390.45
veh60.7,547.0,741.0,194.0,20.0,84.3,1410.86
veh56.5,505.0,742.0,237.0,7.0,67.28,2114.76
veh60.8,588.0,742.0,154.0,0.0,78.33,1410.86
veh69.3,613.0,743.0,130.0,1.0,35.63,1184.21
veh37.8,510.0,745.0,235.0,178.0,200.58,463.84
veh61.1,537.0,745.0,208.0,33.0,85.74,1655.03
veh69.4,616.0,745.0,129.0,0.0,43.45,1184.21
veh8.3,137.0,746.0,609.0,468.0,544.27,815.38
veh56.6,508.0,747.0,239.0,7.0,85.26,2114.76
veh56.7,511.0,749.0,238.0,6.0,108.37,2114.76
veh8.4,141.0,750.0,609.0,464.0,536.27,815.38
veh61.2,540.0,751.0,211.0,31.0,83.58,1655.03
veh56.8,514.0,752.0,238.0,5.0,113.61,2114.76
veh61.3,543.0,752.0,209.0,31.0,91.5,1655.03
veh69.5,619.0,752.0,133.0,16.0,42.8,1184.21
veh43.9,484.0,753.0,269.0,93.0,150.12,1409.96
veh61.4,546.0,754.0,208.0,31.0,96.14,1655.03
veh37.9,513.0,755.0,242.0,178.0,199.16,463.84
veh56.9,517.0,755.0,238.0,4.0,108.91,2114.76
veh75,656.0,755.0,99.0,0.0,22.17,1258.93
veh61.5,549.0,756.0,207.0,29.0,88.59,1655.03
veh73.1,640.0,757.0,117.0,0.0,16.9,1390.45
veh61.6,552.0,758.0,206.0,29.0,90.46,1655.03
veh75.1,659.0,758.0,99.0,0.0,27.37,1258.93
veh73.2,641.0,760.0,119.0,0.0,21.18,1390.45
veh73.3,643.0,762.0,119.0,0.0,30.77,1390.45
veh75.2,662.0,764.0,102.0,0.0,24.97,1258.93
veh75.3,665.0,766.0,101.0,0.0,33.86,1258.93
veh61.7,555.0,770.0,215.0,42.0,92.42,1655.03
veh67,596.0,770.0,174.0,46.0,110.78,1203.26
veh61.8,558.0,773.0,215.0,40.0,94.68,1655.03
veh61.9,561.0,776.0,215.0,44.0,97.95,1655.03
veh73.4,644.0,776.0,132.0,14.0,47.59,1390.45
veh8.5,143.0,780.0,637.0,500.0,580.42,815.38
veh73.5,646.0,780.0,134.0,14.0,38.24,1390.45
veh73.6,648.0,782.0,134.0,13.0,56.34,1390.45
veh8.6,146.0,784.0,638.0,492.0,573.75,815.38
veh73.7,650.0,785.0,135.0,12.0,49.7,1390.45
veh8.7,149.0,787.0,638.0,494.0,569.14,802.05
veh43,392.0,787.0,395.0,236.0,292.71,1283.91
veh8.8,152.0,789.0,637.0,491.0,576.91,815.38
veh43.1,398.0,789.0,391.0,231.0,297.19,1283.91
veh73.8,652.0,789.0,137.0,11.0,43.69,1390.45
veh8.9,154.0,791.0,637.0,495.0,578.85,815.38
veh43.2,404.0,792.0,388.0,226.0,293.16,1283.91
veh75.4,685.0,792.0,107.0,0.0,28.96,1258.93
veh70,639.0,793.0,154.0,41.0,81.92,827.47
veh75.5,688.0,793.0,105.0,0.0,40.93,1258.93
veh68.5,610.0,794.0,184.0,61.0,94.82,1152.33
veh70.1,642.0,794.0,152.0,39.0,99.48,827.47
veh66.6,604.0,795.0,191.0,62.0,103.73,1107.06
veh43.3,408.0,796.0,388.0,223.0,278.72,1283.91
veh70.2,645.0,796.0,151.0,39.0,91.11,827.47
veh75.6,691.0,796.0,105.0,0.0,36.77,1258.93
veh68.6,613.0,797.0,184.0,56.0,94.01,1152.33
veh25.4,231.0,798.0,567.0,447.0,517.93,685.06
veh60.9,611.0,798.0,187.0,43.0,94.85,1410.86
veh43.4,413.0,799.0,386.0,220.0,278.28,1283.91
veh66.7,607.0,799.0,192.0,56.0,102.82,1107.06
veh68.8,619.0,799.0,180.0,55.0,96.67,1152.33
veh70.3,648.0,799.0,151.0,38.0,87.57,827.47
veh51,447.0,800.0,353.0,179.0,224.36,1786.15
veh70.4,651.0,801.0,150.0,38.0,89.69,827.47
veh51.1,448.0,803.0,355.0,160.0,213.55,1786.15
veh66.8,610.0,803.0,193.0,62.0,114.7,1107.06
veh70.5,654.0,803.0,149.0,33.0,90.02,827.47
veh68.7,616.0,804.0,188.0,51.0,81.08,1152.33
veh51.2,449.0,806.0,357.0,159.0,215.21,1786.15
veh68.9,622.0,806.0,184.0,50.0,97.95,1152.33
veh70.6,677.0,807.0,130.0,16.0,62.62,827.47
veh51.3,450.0,808.0,358.0,157.0,230.77,1786.15
veh70.7,723.0,809.0,86.0,0.0,23.05,827.47
veh51.4,451.0,810.0,359.0,155.0,246.74,1786.15
veh72,630.0,810.0,180.0,24.0,84.74,1367.09
veh76,665.0,810.0,145.0,52.0,82.25,622.77
veh76.1,668.0,812.0,144.0,51.0,92.29,622.77
veh72.1,633.0,813.0,180.0,32.0,84.06,1367.09
veh51.5,452.0,814.0,362.0,154.0,230.65,1786.15
veh76.2,671.0,814.0,143.0,48.0,93.54,622.77
veh88,770.0,814.0,44.0,0.0,9.13,404.84
veh26.5,243.0,815.0,572.0,440.0,513.15,667.76
veh63.5,566.0,815.0,249.0,119.0,159.52,1349.35
veh63.6,569.0,816.0,247.0,121.0,172.33,1349.35
veh88.1,773.0,816.0,43.0,0.0,16.99,404.84
veh51.6,453.0,817.0,364.0,152.0,235.72,1786.15
veh69.6,622.0,818.0,196.0,59.0,88.94,1184.21
veh76.3,674.0,818.0,144.0,52.0,80.61,622.77
veh88.2,776.0,818.0,42.0,0.0,13.25,404.84
veh51.8,456.0,819.0,363.0,150.0,233.85,1786.15
veh76.4,677.0,820.0,143.0,47.0,87.5,622.77
veh84,735.0,820.0,85.0,0.0,18.46,939.75
veh88.3,779.0,820.0,41.0,0.0,14.96,404.84
veh63.7,572.0,821.0,249.0,111.0,154.47,1349.35
veh69.7,625.0,821.0,196.0,52.0,82.97,1184.21
veh51.9,458.0,822.0,364.0,151.0,229.85,1786.15
veh63.8,575.0,822.0,247.0,108.0,164.42,1349.35
veh69.8,628.0,823.0,195.0,50.0,99.33,1184.21
veh51.7,454.0,824.0,370.0,130.0,242.8,2094.03
veh63.9,578.0,824.0,246.0,110.0,162.46,1349.35
veh69.9,631.0,825.0,194.0,58.0,105.25,1184.21
veh78,683.0,825.0,142.0,23.0,58.86,1369.72
veh76.5,680.0,828.0,148.0,41.0,80.93,622.77
veh76.6,683.0,829.0,146.0,38.0,92.34,622.77
veh84.1,738.0,829.0,91.0,0.0,17.84,939.75
veh75.7,705.0,830.0,125.0,15.0,40.93,1258.93
veh78.1,686.0,830.0,144.0,19.0,57.14,1369.72
veh88.4,782.0,830.0,48.0,0.0,10.6,404.84
veh76.7,686.0,831.0,145.0,36.0,94.84,622.77
veh88.5,785.0,832.0,47.0,0.0,15.7,404.84
veh78.2,689.0,834.0,145.0,17.0,51.32,1369.72
veh88.6,788.0,834.0,46.0,0.0,16.7,404.84
veh78.3,692.0,836.0,144.0,18.0,61.11,1369.72
veh88.7,791.0,836.0,45.0,0.0,12.56,404.84
veh88.8,794.0,837.0,43.0,0.0,17.28,404.84
veh88.9,797.0,839.0,42.0,0.0,13.22,404.84
veh72.2,636.0,842.0,206.0,54.0,105.19,1367.09
veh10.2,194.0,844.0,650.0,502.0,571.36,936.29
veh72.3,639.0,845.0,206.0,51.0,121.25,1367.09
veh10.4,200.0,846.0,646.0,505.0,572.92,936.29
veh86,753.0,846.0,93.0,0.0,15.95,1256.65
veh6.3,70.0,848.0,778.0,578.0,703.66,1076.27
veh10.3,197.0,848.0,651.0,505.0,575.03,936.29
veh72.4,642.0,850.0,208.0,47.0,103.71,1367.09
veh10.5,203.0,851.0,648.0,498.0,572.41,936.29
veh72.5,645.0,852.0,207.0,45.0,123.46,1367.09
veh6.4,75.0,853.0,778.0,576.0,699.59,1076.27
veh10.6,206.0,854.0,648.0,501.0,573.32,926.89
veh6.6,83.0,855.0,772.0,582.0,703.08,1076.27
veh86.1,754.0,855.0,101.0,0.0,16.89,1256.65
veh10.7,209.0,856.0,647.0,496.0,577.63,936.29
veh6.7,86.0,857.0,771.0,579.0,686.21,1076.27
veh86.2,755.0,857.0,102.0,0.0,26.96,1256.65
veh10.8,212.0,858.0,646.0,499.0,573.28,936.29
veh86.3,759.0,858.0,99.0,0.0,27.68,1256.65
veh6.8,89.0,859.0,770.0,577.0,695.4,1076.27
veh72.6,648.0,859.0,211.0,38.0,94.17,1367.09
veh75.8,721.0,860.0,139.0,25.0,62.55,1258.93
veh86.4,761.0,860.0,99.0,0.0,27.03,1256.65
veh6.9,92.0,861.0,769.0,579.0,689.0,1076.27
veh10.9,215.0,861.0,646.0,499.0,570.67,936.29
veh89,779.0,870.0,91.0,10.0,29.46,906.52
veh82.1,719.0,872.0,153.0,1.0,44.79,1642.94
veh84.2,741.0,872.0,131.0,33.0,68.03,939.75
veh86.5,764.0,873.0,109.0,0.0,18.39,1256.65
veh72.7,651.0,876.0,225.0,52.0,149.31,1367.09
veh70.8,730.0,878.0,148.0,65.0,88.92,827.47
veh82,718.0,878.0,160.0,2.0,35.19,1642.94
veh82.2,721.0,879.0,158.0,0.0,65.69,1642.94
veh91,796.0,879.0,83.0,0.0,10.82,821.74
veh6.5,80.0,880.0,800.0,606.0,716.09,1062.05
veh91.1,797.0,880.0,83.0,0.0,24.8,821.74
veh75.9,724.0,881.0,157.0,33.0,73.17,1258.93
veh82.4,726.0,881.0,155.0,0.0,61.75,1642.94
veh85,744.0,881.0,137.0,18.0,50.57,1362.93
veh91.2,799.0,882.0,83.0,0.0,25.42,821.74
veh89.1,780.0,883.0,103.0,21.0,39.07,906.52
veh86.6,767.0,884.0,117.0,0.0,17.7,1256.65
veh91.3,800.0,884.0,84.0,0.0,28.36,821.74
veh86.7,769.0,886.0,117.0,0.0,35.82,1256.65
veh91.4,802.0,887.0,85.0,0.0,29.87,821.74
veh71,621.0,888.0,267.0,14.0,62.55,2424.2
veh82.3,724.0,888.0,164.0,0.0,35.17,1642.94
veh86.8,772.0,888.0,116.0,0.0,35.74,1256.65
veh82.5,728.0,889.0,161.0,0.0,60.71,1642.94
veh71.1,624.0,890.0,266.0,13.0,87.64,2424.2
veh91.5,804.0,890.0,86.0,0.0,18.19,821.74
veh82.6,730.0,891.0,161.0,3.0,63.21,1642.94
veh86.9,774.0,891.0,117.0,2.0,37.3,1256.65
veh91.6,807.0,893.0,86.0,0.0,23.22,821.74
veh82.7,734.0,894.0,160.0,0.0,63.42,1642.94
veh87,761.0,894.0,133.0,13.0,39.75,1390.91
veh91.7,810.0,894.0,84.0,0.0,25.9,821.74
veh84.3,744.0,895.0,151.0,47.0,91.68,939.75
veh71.2,627.0,896.0,269.0,10.0,63.74,2424.2
veh87.1,765.0,896.0,131.0,9.0,38.28,1390.91
veh82.8,736.0,897.0,161.0,0.0,61.83,1642.94
veh71.5,636.0,898.0,262.0,7.0,85.37,2424.2
veh87.2,770.0,898.0,128.0,6.0,36.98,1390.91
veh91.8,812.0,898.0,86.0,0.0,22.83,821.74
veh82.9,740.0,899.0,159.0,0.0,65.51,1642.94
veh84.4,747.0,899.0,152.0,51.0,89.69,939.75
veh71.6,639.0,900.0,261.0,7.0,78.88,2424.2
veh91.9,814.0,900.0,86.0,0.0,22.58,821.74
veh93,814.0,900.0,86.0,0.0,20.72,1124.8
veh84.5,750.0,901.0,151.0,48.0,96.03,939.75
veh71.7,642.0,903.0,261.0,4.0,75.2,2424.2
veh93.1,817.0,903.0,86.0,0.0,18.35,1124.8
veh25.9,246.0,904.0,658.0,525.0,575.16,676.03
veh87.4,780.0,904.0,124.0,0.0,35.05,1390.91
veh93.2,820.0,905.0,85.0,0.0,23.4,1124.8
veh71.8,645.0,906.0,261.0,3.0,80.58,2424.2
veh87.5,786.0,906.0,120.0,0.0,40.89,1390.91
veh71.3,630.0,907.0,277.0,21.0,123.79,2422.2
veh84.6,753.0,907.0,154.0,44.0,89.42,939.75
veh93.3,823.0,908.0,85.0,0.0,19.29,1124.8
